#词语 词类标记 词类名称 出现次数 频率 累积频率
穴 n 名词 220 0.0023 82.2492
制止 v 动词 220 0.0023 82.2469
销 v 动词 220 0.0023 82.263
官兵 n 名词 220 0.0023 82.2377
率 v 动词 220 0.0023 82.217
治病 v 动词 220 0.0023 82.2193
保险 n 名词 220 0.0023 82.2216
臭 a 形容词 220 0.0023 82.2239
消 v 动词 220 0.0023 82.2262
这天 r 代词 220 0.0023 82.2285
睡眠 n 名词 220 0.0023 82.2308
一同 d 副词 220 0.0023 82.2331
林业 n 名词 220 0.0023 82.2423
高达 v 动词 220 0.0023 82.2354
灵感 n 名词 220 0.0023 82.2147
伦敦 ns 地名 219 0.0023 82.3021
健全 a 形容词 219 0.0023 82.2998
村子 n 名词 219 0.0023 82.2975
违法 v 动词 219 0.0023 82.2952
往下 v 动词 219 0.0023 82.2929
时 n 名词 219 0.0023 82.2906
伪 a 形容词 219 0.0023 82.2883
烂 a 形容词 219 0.0023 82.2837
胸前 nl 处所名词 219 0.0023 82.2722
显出 v 动词 219 0.0023 82.286
内外 nd 方位名词 219 0.0023 82.2768
火柴 n 名词 219 0.0023 82.3044
做成 v 动词 219 0.0023 82.2791
利息 n 名词 219 0.0023 82.2814
女工 n 名词 219 0.0023 82.2745
过来 v 动词 218 0.0023 82.3573
拆 v 动词 218 0.0023 82.3366
嫁 v 动词 218 0.0023 82.332
昼夜 nt 时间名词 218 0.0023 82.3412
遥远 a 形容词 218 0.0023 82.3435
恰好 d 副词 218 0.0023 82.3458
建议 n 名词 218 0.0023 82.355
书面 n 名词 218 0.0023 82.3481
侦察 v 动词 218 0.0023 82.3504
章 q 量词 218 0.0023 82.3527
特 d 副词 218 0.0023 82.3389
死后 nt 时间名词 218 0.0023 82.3228
丛 n 名词 218 0.0023 82.3274
三月 nt 时间名词 218 0.0023 82.3067
带动 v 动词 218 0.0023 82.3343
糊涂 a 形容词 218 0.0023 82.309
粪 n 名词 218 0.0023 82.3113
豆腐 n 名词 218 0.0023 82.3136
两手 n 名词 218 0.0023 82.3159
屏幕 n 名词 218 0.0023 82.3182
军区 n 名词 218 0.0023 82.3205
这种 r 代词 218 0.0023 82.3297
肠 n 名词 218 0.0023 82.3251
清理 v 动词 217 0.0023 82.378
担负 v 动词 217 0.0023 82.4079
打扮 v 动词 217 0.0023 82.3872
耕 v 动词 217 0.0023 82.3918
损失 n 名词 217 0.0023 82.3849
当初 nt 时间名词 217 0.0023 82.3941
判决 n 名词 217 0.0023 82.3964
计 n 名词 217 0.0023 82.3987
工商 j 缩略语 217 0.0023 82.401
两边 nl 处所名词 217 0.0023 82.4033
阴谋 n 名词 217 0.0023 82.4056
稳 a 形容词 217 0.0023 82.3895
黄昏 nt 时间名词 217 0.0023 82.3803
增高 v 动词 217 0.0023 82.3619
法西斯 n 名词 217 0.0023 82.3642
能动 a 形容词 217 0.0023 82.3665
精心 a 形容词 217 0.0023 82.3688
兴 v 动词 217 0.0023 82.3711
合并 v 动词 217 0.0023 82.3826
不敢 v 动词 217 0.0023 82.3734
荷兰 ns 地名 217 0.0023 82.3757
小于 v 动词 217 0.0023 82.3596
康德 nh 人名 216 0.0023 82.4401
鹿 n 名词 216 0.0023 82.4654
传入 v 动词 216 0.0023 82.4424
疲劳 a 形容词 216 0.0023 82.4378
颁布 v 动词 216 0.0023 82.447
极端 a 形容词 216 0.0023 82.4493
独自 d 副词 216 0.0023 82.4516
供求 n 名词 216 0.0023 82.4539
人民政府 n 名词 216 0.0023 82.4562
出卖 v 动词 216 0.0023 82.4585
犹如 v 动词 216 0.0023 82.4631
响起 v 动词 216 0.0023 82.4447
或者说 c 连词 216 0.0023 82.4194
晃 v 动词 216 0.0023 82.4148
傍晚 nt 时间名词 216 0.0023 82.4102
崭新 a 形容词 216 0.0023 82.4171
伯 n 名词 216 0.0023 82.4608
即是 vl 联系动词 216 0.0023 82.4217
大伯 n 名词 216 0.0023 82.4125
浓厚 a 形容词 216 0.0023 82.424
借鉴 v 动词 216 0.0023 82.4263
递给 v 动词 216 0.0023 82.4286
付出 v 动词 216 0.0023 82.4309
张开 v 动词 216 0.0023 82.4355
弹 v 动词 216 0.0023 82.4332
恐惧 v 动词 215 0.0022 82.538
猛 a 形容词 215 0.0022 82.5094
心头 nl 处所名词 215 0.0022 82.5116
凝固 v 动词 215 0.0022 82.5138
庄严 a 形容词 215 0.0022 82.5292
文物 n 名词 215 0.0022 82.516
盛 a 形容词 215 0.0022 82.5028
混和 v 动词 215 0.0022 82.5182
统一战线 n 名词 215 0.0022 82.5204
农场 n 名词 215 0.0022 82.5336
娱乐 v 动词 215 0.0022 82.5402
代价 n 名词 215 0.0022 82.5358
中外 j 缩略语 215 0.0022 82.5226
生产合作社 n 名词 215 0.0022 82.5314
修建 v 动词 215 0.0022 82.527
修正主义 n 名词 215 0.0022 82.5248
盛行 v 动词 215 0.0022 82.5072
人心 n 名词 215 0.0022 82.494
大象 n 名词 215 0.0022 82.4698
魅力 n 名词 215 0.0022 82.472
总和 n 名词 215 0.0022 82.4742
宫 n 名词 215 0.0022 82.4764
灯泡 n 名词 215 0.0022 82.4984
孙子 n 名词 215 0.0022 82.4786
前往 v 动词 215 0.0022 82.505
疼痛 v 动词 215 0.0022 82.4808
战友 n 名词 215 0.0022 82.4676
术 n 名词 215 0.0022 82.483
钻进 v 动词 215 0.0022 82.4852
趟 q 量词 215 0.0022 82.4874
精 n 名词 215 0.0022 82.4896
扬 v 动词 215 0.0022 82.4918
众 a 形容词 215 0.0022 82.5006
旋律 n 名词 215 0.0022 82.4962
盒 n 名词 214 0.0022 82.571
确切 a 形容词 214 0.0022 82.5688
有点 v 动词 214 0.0022 82.5666
低声 n 名词 214 0.0022 82.5446
一万 m 数词 214 0.0022 82.5644
破产 v 动词 214 0.0022 82.5754
堆 v 动词 214 0.0022 82.5622
心想 v 动词 214 0.0022 82.56
出路 n 名词 214 0.0022 82.5732
黑格尔 nh 人名 214 0.0022 82.5424
乐 n 名词 214 0.0022 82.5556
说说 v 动词 214 0.0022 82.5512
百万 m 数词 214 0.0022 82.549
出口 v 动词 214 0.0022 82.5468
站长 n 名词 214 0.0022 82.5578
抵 v 动词 214 0.0022 82.5534
炉 n 名词 213 0.0022 82.604
看起来 v 动词 213 0.0022 82.6172
储蓄 n 名词 213 0.0022 82.615
金 nhf 人名-姓 213 0.0022 82.6128
严厉 a 形容词 213 0.0022 82.6106
值 v 动词 213 0.0022 82.5776
纠纷 n 名词 213 0.0022 82.6062
传统 a 形容词 213 0.0022 82.6084
人造 a 形容词 213 0.0022 82.6018
哎呀 e 叹词 213 0.0022 82.5996
英文 n 名词 213 0.0022 82.5952
灰色 n 名词 213 0.0022 82.5798
岸 n 名词 213 0.0022 82.582
树叶 n 名词 213 0.0022 82.5842
词语 n 名词 213 0.0022 82.5864
扫 v 动词 213 0.0022 82.5886
惊讶 a 形容词 213 0.0022 82.5908
晚饭 n 名词 213 0.0022 82.5974
趁 p 介词 213 0.0022 82.593
技术人员 n 名词 212 0.0022 82.6524
迫使 v 动词 212 0.0022 82.6458
散文 n 名词 212 0.0022 82.6546
总要 vu 能愿动词 212 0.0022 82.6568
社会主义改造 v 动词 212 0.0022 82.659
善良 a 形容词 212 0.0022 82.6722
词典 n 名词 212 0.0022 82.6612
全省 n 名词 212 0.0022 82.6634
说不定 v 动词 212 0.0022 82.6678
难免 a 形容词 212 0.0022 82.67
圆形 n 名词 212 0.0022 82.6656
占据 v 动词 212 0.0022 82.648
元 n 名词 212 0.0022 82.637
时时 d 副词 212 0.0022 82.6194
剥夺 v 动词 212 0.0022 82.6216
塞 v 动词 212 0.0022 82.6238
射击 v 动词 212 0.0022 82.626
直观 a 形容词 212 0.0022 82.6282
电脑 n 名词 212 0.0022 82.6304
询问 v 动词 212 0.0022 82.6326
重工业 n 名词 212 0.0022 82.6348
孔子 nh 人名 212 0.0022 82.6436
花园 n 名词 212 0.0022 82.6414
助手 n 名词 212 0.0022 82.6392
使命 n 名词 212 0.0022 82.6502
交叉 v 动词 211 0.0022 82.7118
技术改造 v 动词 211 0.0022 82.7096
存在 n 名词 211 0.0022 82.7074
职责 n 名词 211 0.0022 82.7052
序 n 名词 211 0.0022 82.703
暴力 n 名词 211 0.0022 82.7008
叶片 n 名词 211 0.0022 82.6986
说成 v 动词 211 0.0022 82.6964
命名 v 动词 211 0.0022 82.692
讨 v 动词 211 0.0022 82.714
帐 n 名词 211 0.0022 82.7162
物品 n 名词 211 0.0022 82.6766
终 d 副词 211 0.0022 82.6788
罪犯 n 名词 211 0.0022 82.681
偏偏 d 副词 211 0.0022 82.6832
绝对 d 副词 211 0.0022 82.6942
支部 n 名词 211 0.0022 82.6876
拍摄 v 动词 211 0.0022 82.6744
投降 v 动词 211 0.0022 82.6898
便宜 a 形容词 211 0.0022 82.6854
潮湿 a 形容词 210 0.0022 82.758
一般说来 c 连词 210 0.0022 82.7184
衣裳 n 名词 210 0.0022 82.7558
江南 nl 处所名词 210 0.0022 82.7602
义务 a 形容词 210 0.0022 82.7536
优越性 n 名词 210 0.0022 82.7514
长远 a 形容词 210 0.0022 82.7492
驴 n 名词 210 0.0022 82.747
抗战 v 动词 210 0.0022 82.7448
纲领 n 名词 210 0.0022 82.7426
捏 v 动词 210 0.0022 82.7624
四月 nt 时间名词 210 0.0022 82.7404
总量 n 名词 210 0.0022 82.7206
外汇 n 名词 210 0.0022 82.7228
二月 nt 时间名词 210 0.0022 82.725
麻烦 a 形容词 210 0.0022 82.7272
言 n 名词 210 0.0022 82.7294
至于 p 介词 210 0.0022 82.7316
电动 a 形容词 210 0.0022 82.736
飞到 v 动词 210 0.0022 82.7382
富有 a 形容词 210 0.0022 82.7338
一端 nd 方位名词 209 0.0022 82.7822
风景 n 名词 209 0.0022 82.78
低头 v 动词 209 0.0022 82.7778
降水量 n 名词 209 0.0022 82.7756
诸如 v 动词 209 0.0022 82.7844
叔 n 名词 209 0.0022 82.7734
交谈 v 动词 209 0.0022 82.7646
房里 nl 处所名词 209 0.0022 82.7712
苏维埃 ni 机构名 209 0.0022 82.7866
来往 v 动词 209 0.0022 82.769
第五 m 数词 209 0.0022 82.7668
空前 a 形容词 208 0.0022 82.8262
联 v 动词 208 0.0022 82.8416
有无 v 动词 208 0.0022 82.824
猛烈 a 形容词 208 0.0022 82.8174
自杀 v 动词 208 0.0022 82.8284
守恒 v 动词 208 0.0022 82.8306
好事 n 名词 208 0.0022 82.8328
水源 n 名词 208 0.0022 82.813
又称 v 动词 208 0.0022 82.835
山西 ns 地名 208 0.0022 82.8196
荣誉 n 名词 208 0.0022 82.8372
打量 v 动词 208 0.0022 82.8394
无穷 a 形容词 208 0.0022 82.8218
过去 v 动词 208 0.0022 82.8108
恰恰 d 副词 208 0.0022 82.791
狩猎 v 动词 208 0.0022 82.7932
省委 j 缩略语 208 0.0022 82.7954
总产值 n 名词 208 0.0022 82.7976
拳头 n 名词 208 0.0022 82.7998
携带 v 动词 208 0.0022 82.802
感觉到 v 动词 208 0.0022 82.8152
两 q 量词 208 0.0022 82.8042
木板 n 名词 208 0.0022 82.7888
味道 n 名词 208 0.0022 82.8064
无人 v 动词 208 0.0022 82.8086
清除 v 动词 207 0.0022 82.89
罢工 v 动词 207 0.0022 82.879
弓 n 名词 207 0.0022 82.8724
没法 v 动词 207 0.0022 82.8812
算了 v 动词 207 0.0022 82.8834
发展中国家 n 名词 207 0.0022 82.8856
帽 n 名词 207 0.0022 82.8944
放射 v 动词 207 0.0022 82.901
疯狂 a 形容词 207 0.0022 82.8988
地势 n 名词 207 0.0022 82.8966
激起 v 动词 207 0.0022 82.8878
景色 n 名词 207 0.0022 82.8922
而后 c 连词 207 0.0022 82.8746
医疗 v 动词 207 0.0022 82.868
独占 v 动词 207 0.0022 82.8438
社会实践 n 名词 207 0.0022 82.8768
改革开放 i 习用语 207 0.0022 82.8504
盖 n 名词 207 0.0022 82.8526
鼻 n 名词 207 0.0022 82.8548
傻 a 形容词 207 0.0022 82.846
交替 v 动词 207 0.0022 82.857
同期 nt 时间名词 207 0.0022 82.8592
引入 v 动词 207 0.0022 82.8614
站在 v 动词 207 0.0022 82.8636
安 v 动词 207 0.0022 82.8702
睡着 v 动词 207 0.0022 82.8658
结实 a 形容词 207 0.0022 82.8482
钢琴 n 名词 206 0.0022 82.923
阶级社会 n 名词 206 0.0022 82.9384
服 v 动词 206 0.0022 82.9362
题目 n 名词 206 0.0022 82.934
丁 nhf 人名-姓 206 0.0022 82.9318
表面 n 名词 206 0.0022 82.9296
仗 n 名词 206 0.0022 82.9274
首次 n 名词 206 0.0022 82.9252
指向 v 动词 206 0.0022 82.9428
联盟 n 名词 206 0.0022 82.9032
出土 v 动词 206 0.0022 82.9186
杂质 n 名词 206 0.0022 82.9164
依次 d 副词 206 0.0022 82.9142
厅 n 名词 206 0.0022 82.912
景 n 名词 206 0.0022 82.9098
化石 n 名词 206 0.0022 82.9076
粒 q 量词 206 0.0022 82.9208
河水 n 名词 206 0.0022 82.9406
感激 v 动词 206 0.0022 82.9054
炼 v 动词 205 0.0021 82.9743
胶 n 名词 205 0.0021 82.9722
名义 n 名词 205 0.0021 82.9701
触 v 动词 205 0.0021 82.968
唱歌 v 动词 205 0.0021 82.9659
赶上 v 动词 205 0.0021 82.9638
飞跃 v 动词 205 0.0021 82.9617
哈 o 拟声词 205 0.0021 82.9764
口腔 n 名词 205 0.0021 82.9575
四化 j 缩略语 205 0.0021 82.9449
暗示 v 动词 205 0.0021 82.9785
油画 n 名词 205 0.0021 82.947
尸体 n 名词 205 0.0021 82.9491
饵料 n 名词 205 0.0021 82.9512
准则 n 名词 205 0.0021 82.9533
击 v 动词 205 0.0021 82.9596
毫克 q 量词 205 0.0021 82.9554
解放区 n 名词 204 0.0021 83.0037
种群 n 名词 204 0.0021 83.0079
全年 nt 时间名词 204 0.0021 83.01
信贷 n 名词 204 0.0021 83.0121
物理学家 n 名词 204 0.0021 83.0226
局限 v 动词 204 0.0021 83.0142
雕塑 n 名词 204 0.0021 83.0163
娃娃 n 名词 204 0.0021 83.0184
悲哀 a 形容词 204 0.0021 83.0205
从不 d 副词 204 0.0021 82.9995
尿 n 名词 204 0.0021 83.0247
骄傲 a 形容词 204 0.0021 83.0058
不可 v 动词 204 0.0021 82.9848
兽 n 名词 204 0.0021 82.9869
低 v 动词 204 0.0021 82.989
焦急 a 形容词 204 0.0021 82.9911
侵略者 n 名词 204 0.0021 82.9932
一月 nt 时间名词 204 0.0021 82.9953
变更 v 动词 204 0.0021 83.0016
着手 v 动词 204 0.0021 82.9974
二十一 m 数词 204 0.0021 82.9806
渐 d 副词 204 0.0021 82.9827
距 v 动词 203 0.0021 83.0541
风暴 n 名词 203 0.0021 83.0709
话语 n 名词 203 0.0021 83.0562
很久 a 形容词 203 0.0021 83.0478
嘿 e 叹词 203 0.0021 83.0583
海岸 n 名词 203 0.0021 83.0604
阴 a 形容词 203 0.0021 83.0625
综合性 n 名词 203 0.0021 83.0646
谈起 v 动词 203 0.0021 83.0667
四肢 n 名词 203 0.0021 83.0688
氧化物 n 名词 203 0.0021 83.052
施行 v 动词 203 0.0021 83.0415
只是 vl 联系动词 203 0.0021 83.0289
系列 n 名词 203 0.0021 83.0436
满脸 n 名词 203 0.0021 83.031
放松 v 动词 203 0.0021 83.0499
手工 n 名词 203 0.0021 83.0331
坦克 n 名词 203 0.0021 83.0352
天文学 n 名词 203 0.0021 83.0373
谋 v 动词 203 0.0021 83.0457
非法 a 形容词 203 0.0021 83.0394
马列主义 n 名词 203 0.0021 83.0268
转到 v 动词 202 0.0021 83.1108
农药 n 名词 202 0.0021 83.1129
有意义 v 动词 202 0.0021 83.1423
摄影 v 动词 202 0.0021 83.1171
铅 n 名词 202 0.0021 83.1087
阐明 v 动词 202 0.0021 83.1045
深夜 nt 时间名词 202 0.0021 83.1213
除去 v 动词 202 0.0021 83.115
回国 v 动词 202 0.0021 83.1234
蝴蝶 n 名词 202 0.0021 83.1402
碎 a 形容词 202 0.0021 83.1276
为首 v 动词 202 0.0021 83.1297
怎能 vu 能愿动词 202 0.0021 83.1318
县长 n 名词 202 0.0021 83.1339
稳定性 n 名词 202 0.0021 83.136
全面发展 i 习用语 202 0.0021 83.1381
护 v 动词 202 0.0021 83.1255
合格 a 形容词 202 0.0021 83.1192
认识论 n 名词 202 0.0021 83.1024
缘 n 名词 202 0.0021 83.0793
落下 v 动词 202 0.0021 83.073
行人 n 名词 202 0.0021 83.0814
多余 a 形容词 202 0.0021 83.0835
亲戚 n 名词 202 0.0021 83.0856
是非 n 名词 202 0.0021 83.0877
手上 nl 处所名词 202 0.0021 83.0772
高中 j 缩略语 202 0.0021 83.0898
后代 nt 时间名词 202 0.0021 83.0919
姐妹 n 名词 202 0.0021 83.094
药品 n 名词 202 0.0021 83.0961
颗粒 n 名词 202 0.0021 83.0982
好了 e 叹词 202 0.0021 83.1066
相差 v 动词 202 0.0021 83.1003
小型 a 形容词 202 0.0021 83.0751
大婶 n 名词 201 0.0021 83.1906
收音机 n 名词 201 0.0021 83.1717
洋 a 形容词 201 0.0021 83.1696
内地 nl 处所名词 201 0.0021 83.1738
收支 n 名词 201 0.0021 83.1759
中子 n 名词 201 0.0021 83.1633
弹簧 n 名词 201 0.0021 83.1801
奏 v 动词 201 0.0021 83.178
伏特 q 量词 201 0.0021 83.1822
激光 n 名词 201 0.0021 83.1843
拔 v 动词 201 0.0021 83.1864
发起 v 动词 201 0.0021 83.1885
线索 n 名词 201 0.0021 83.1927
微弱 a 形容词 201 0.0021 83.1654
正是 d 副词 201 0.0021 83.1444
手臂 n 名词 201 0.0021 83.1465
水泥 n 名词 201 0.0021 83.1486
高空 nl 处所名词 201 0.0021 83.1507
渔业 n 名词 201 0.0021 83.1528
中年 nt 时间名词 201 0.0021 83.1549
开玩笑 i 习用语 201 0.0021 83.157
专 d 副词 201 0.0021 83.1591
质子 n 名词 201 0.0021 83.1675
花粉 n 名词 201 0.0021 83.1612
容器 n 名词 200 0.0021 83.22
锅 n 名词 200 0.0021 83.2158
老 n 名词 200 0.0021 83.2221
灾难 n 名词 200 0.0021 83.2242
遂 v 动词 200 0.0021 83.2263
开门 v 动词 200 0.0021 83.2284
上山 v 动词 200 0.0021 83.2305
陌生 a 形容词 200 0.0021 83.2326
姿势 n 名词 200 0.0021 83.2116
超额 v 动词 200 0.0021 83.2347
既 d 副词 200 0.0021 83.2179
千克 q 量词 200 0.0021 83.2095
湖北 ns 地名 200 0.0021 83.1969
一边 n 名词 200 0.0021 83.199
自愿 v 动词 200 0.0021 83.2011
错 v 动词 200 0.0021 83.2032
表象 n 名词 200 0.0021 83.2053
司令员 n 名词 200 0.0021 83.2137
抽出 v 动词 200 0.0021 83.2074
窝 n 名词 200 0.0021 83.1948
红旗 n 名词 199 0.0021 83.2389
订 v 动词 199 0.0021 83.2578
辅助 v 动词 199 0.0021 83.2725
长沙 ns 地名 199 0.0021 83.2704
全家 n 名词 199 0.0021 83.2683
作曲家 n 名词 199 0.0021 83.2662
巧妙 a 形容词 199 0.0021 83.2641
交代 v 动词 199 0.0021 83.262
砸 v 动词 199 0.0021 83.2599
哼 v 动词 199 0.0021 83.2746
误差 n 名词 199 0.0021 83.2368
公认 v 动词 199 0.0021 83.2536
炸 v 动词 199 0.0021 83.2515
甩 v 动词 199 0.0021 83.2494
独立性 n 名词 199 0.0021 83.2473
季 nt 时间名词 199 0.0021 83.2452
民族资产阶级 n 名词 199 0.0021 83.2431
失调 v 动词 199 0.0021 83.2557
半殖民地 n 名词 199 0.0021 83.241
手枪 n 名词 198 0.0021 83.3061
无论如何 d 副词 198 0.0021 83.3124
小姑娘 n 名词 198 0.0021 83.3397
公正 a 形容词 198 0.0021 83.3145
结成 v 动词 198 0.0021 83.3166
周年 nt 时间名词 198 0.0021 83.3187
作法 n 名词 198 0.0021 83.3208
意图 n 名词 198 0.0021 83.3229
上班 v 动词 198 0.0021 83.3376
干脆 a 形容词 198 0.0021 83.325
大叔 n 名词 198 0.0021 83.3271
不通 v 动词 198 0.0021 83.3292
四百 m 数词 198 0.0021 83.3313
无不 d 副词 198 0.0021 83.3334
过度 d 副词 198 0.0021 83.3355
郑 nhf 人名-姓 198 0.0021 83.3103
变形 v 动词 198 0.0021 83.304
中共 j 缩略语 198 0.0021 83.2872
暗暗 d 副词 198 0.0021 83.2914
观看 v 动词 198 0.0021 83.283
像是 vl 联系动词 198 0.0021 83.2809
壮 a 形容词 198 0.0021 83.2788
草案 n 名词 198 0.0021 83.2767
老子 n 名词 198 0.0021 83.2851
识字 v 动词 198 0.0021 83.2935
市民 n 名词 198 0.0021 83.2956
神态 n 名词 198 0.0021 83.2977
鉴别 v 动词 198 0.0021 83.3082
年龄 n 名词 198 0.0021 83.2998
爱因斯坦 nh 人名 198 0.0021 83.2893
最后 a 形容词 198 0.0021 83.3019
列 v 动词 197 0.0021 83.3733
召集 v 动词 197 0.0021 83.3985
愈来愈 d 副词 197 0.0021 83.3775
自 d 副词 197 0.0021 83.3712
这么说 i 习用语 197 0.0021 83.3817
资本主义制度 n 名词 197 0.0021 83.3838
腐朽 a 形容词 197 0.0021 83.3859
光照 v 动词 197 0.0021 83.3964
毒 n 名词 197 0.0021 83.3901
事先 nt 时间名词 197 0.0021 83.3922
截 v 动词 197 0.0021 83.367
公顷 q 量词 197 0.0021 83.3943
对抗 v 动词 197 0.0021 83.3754
难得 a 形容词 197 0.0021 83.388
形式上 nl 处所名词 197 0.0021 83.3796
羽毛 n 名词 197 0.0021 83.3649
耗费 v 动词 197 0.0021 83.3439
天真 a 形容词 197 0.0021 83.346
煮 v 动词 197 0.0021 83.3481
三角 n 名词 197 0.0021 83.3502
带到 v 动词 197 0.0021 83.3523
松 n 名词 197 0.0021 83.3544
上课 v 动词 197 0.0021 83.3565
人事 n 名词 197 0.0021 83.3586
中国共产党 n 名词 197 0.0021 83.3691
俄罗斯 ns 地名 197 0.0021 83.3607
辩证唯物主义 n 名词 197 0.0021 83.3418
光荣 a 形容词 197 0.0021 83.3628
江苏 ns 地名 196 0.0021 83.4426
正义 n 名词 196 0.0021 83.4279
配套 v 动词 196 0.0021 83.4216
大妈 n 名词 196 0.0021 83.43
受伤 v 动词 196 0.0021 83.4321
匀 a 形容词 196 0.0021 83.4342
地表 n 名词 196 0.0021 83.4363
一边 nd 方位名词 196 0.0021 83.4384
窄 a 形容词 196 0.0021 83.4405
弯 a 形容词 196 0.0021 83.4258
法人 n 名词 196 0.0021 83.4153
臂 n 名词 196 0.0021 83.4006
辛苦 a 形容词 196 0.0021 83.4027
基础上 n 名词 196 0.0021 83.4048
一道 d 副词 196 0.0021 83.4174
增添 v 动词 196 0.0021 83.409
黑人 n 名词 196 0.0021 83.4237
园 n 名词 196 0.0021 83.4195
财力 n 名词 196 0.0021 83.4111
箱 n 名词 196 0.0021 83.4132
冠 n 名词 196 0.0021 83.4069
核算 v 动词 195 0.002 83.4726
弯曲 a 形容词 195 0.002 83.4946
塔 n 名词 195 0.002 83.4766
杯 q 量词 195 0.002 83.4686
箱子 n 名词 195 0.002 83.4786
滋味 n 名词 195 0.002 83.4806
时刻 n 名词 195 0.002 83.4826
清代 nt 时间名词 195 0.002 83.4846
讲过 v 动词 195 0.002 83.4866
类 q 量词 195 0.002 83.4886
海拔 n 名词 195 0.002 83.4906
一般人 n 名词 195 0.002 83.4926
痛快 a 形容词 195 0.002 83.4706
抗日战争 i 习用语 195 0.002 83.4606
习性 n 名词 195 0.002 83.4466
里边 nd 方位名词 195 0.002 83.4486
中等 a 形容词 195 0.002 83.4506
微粒 n 名词 195 0.002 83.4526
采集 v 动词 195 0.002 83.4546
军民 n 名词 195 0.002 83.4646
果树 n 名词 195 0.002 83.4566
画出 v 动词 195 0.002 83.4746
溜 v 动词 195 0.002 83.4586
递 v 动词 195 0.002 83.4666
一口 mq 数量 195 0.002 83.4626
原谅 v 动词 195 0.002 83.4446
掩盖 v 动词 194 0.002 83.5186
百年 nt 时间名词 194 0.002 83.5166
皮鞋 n 名词 194 0.002 83.5146
力求 v 动词 194 0.002 83.5126
起初 nt 时间名词 194 0.002 83.5106
完备 a 形容词 194 0.002 83.4966
明明 d 副词 194 0.002 83.5206
航空 n 名词 194 0.002 83.5226
摆动 v 动词 194 0.002 83.5086
株 q 量词 194 0.002 83.5066
代表团 n 名词 194 0.002 83.5046
